Key,Description,Description alternative,Parent,Sibling count
0303699000_80,Other,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0303 91 to 0303 99 (excluding cod / haddock / coalfish / hake / alaska Pollock / blue whiting) (excluding polar cod / whiting / pollack / blue grenadier / ling)","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0303 91 to 0303 99 (excluding cod / haddock / coalfish / hake / alaska Pollock / blue whiting)",5
0303819000_80,Other,Dogfish and other sharks (excluding piked dogfishand catsharks / porbeagle shark / blue shark),Dogfish and other sharks,3
0303890000_80,Other,"Other fish, excluding edible fish offal of subheadings 0303 91 to 0303 99 (excluding dogfish and other sharks / rays and skates / toothfish / sea bass)","Other fish, excluding edible fish offal of subheadings 0303 91 to 0303 99",4
0303899000_80,Other,"Other than freshwater fish (excluding fish of the genus Euthynnus, other than Kawakawacovered by subheading 0303 59 / redfish / fish of the species Orcynopsis unicolor / sea bream / gilt-head sea bream / ray's bream / monkfish / pink cusk-eel)",Other than freshwater fish,8
0303899091_10,Other,"Other than freshwater fish (excluding fish of the genus Euthynnus, other than Kawakawacovered by subheading 0303 59 / redfish / fish of the species Orcynopsis unicolor / sea bream / gilt-head sea bream / ray's bream / monkfish / pink cusk-eel) (excluding fish of the species Kathetostoma giganteum / bogue / pink cusk-eelfor processing)","Other than freshwater fish (excluding fish of the genus Euthynnus, other than Kawakawacovered by subheading 0303 59 / redfish / fish of the species Orcynopsis unicolor / sea bream / gilt-head sea bream / ray's bream / monkfish / pink cusk-eel)",3
0303919096_10,Other,Other than hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate (excluding of Atlantic bigeye tuna / of herring),Other than hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate,2
0303990000_80,Other,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal (excluding livers, roes and milt / shark fins)","Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal",2
0303990099_80,Other,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal (excluding livers, roes and milt / shark fins) (excluding sockeye salmon / other Pacific salmon / atlantic salmon / danube salmon / trout / other salmonidae / mackerel / lesser or Greenland halibut / pacific halibut / atlantic halibut / cod / polar cod / herrings / redfish / gilt-head sea bream / haddock / coalfish / rays and skates)","Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal (excluding livers, roes and milt / shark fins)",18
0304390000_80,Other,"Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) (excluding tilapias / catfish / nile perch)","Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3
0304390090_80,Other,"Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) (excluding tilapias / catfish / nile perch) (excluding eels / carp)","Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) (excluding tilapias / catfish / nile perch)",2
0304429000_80,Other,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (excluding of the species Oncorhynchus mykiss, weighing more than 400 g each / of the species Oncorhynchus apache or Oncorhynchus chrysogaster)","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",2
0304449000_80,Other,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding codand Polar cod / coalfish)","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",2
0304479000_80,Other,Dogfish and other sharks (excluding piked dogfishand catsharks / porbeagle shark / blue shark),Dogfish and other sharks,3
0304490000_80,Other,"Fresh or chilled fillets of other fish (excluding pacific salmon , Atlantic salmonand Danube salmon / trout / flat fish / fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae / swordfish / toothfish / dogfish and other sharks / rays and skates)",Fresh or chilled fillets of other fish,8
0304499090_80,Other,Other than redfish (Sebastes spp.) (excluding herrings / mackerel / bluefin tunas / atlantic bigeye tuna / gilt-head sea bream / sea bream / european sea bass),Other than redfish (Sebastes spp.),7
0304530090_80,Other,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding codand fish of the species Boreogadus saida / coalfish / haddock)","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",3
0304569000_80,Other,Dogfish and other sharks (excluding piked dogfishand catsharks / porbeagle shark / blue shark),Dogfish and other sharks,3
0304590000_80,Other,"Other, fresh or chilled (excluding tilapias , catfish , carp , eels , Nile perchand snakeheads / salmonidae / fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae / swordfish / toothfish / dogfish and other sharks / rays and skates)","Other, fresh or chilled",7
0304599090_80,Other,Other than flaps of herring (excluding herrings / atlantic bluefin tunas / bigeye tuna / lesser or Greenland halibut / atlantic halibut / sea bream / european sea bass / redfish / bogue / gilt-head sea bream),Other than flaps of herring,10
0304690000_80,Other,"Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) (excluding tilapias / catfish / nile perch)","Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3
0304690090_80,Other,"Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) (excluding tilapias / catfish / nile perch) (excluding eels / carp)","Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) (excluding tilapias / catfish / nile perch)",2
0304741900_80,Other,Hake of the genus Merluccius (excluding cape hake and deepwater hake / argentine hake),Hake of the genus Merluccius,2
0304790000_80,Other,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding cod / haddock / coalfish / hake / alaska Pollock)","Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",5
0304799000_80,Other,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding cod / haddock / coalfish / hake / alaska Pollock) (excluding polar cod / whiting / blue grenadier / ling)","Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding cod / haddock / coalfish / hake / alaska Pollock)",4
0304810090_80,Other,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) (excluding atlantic salmon / of the species Oncorhynchus nerka ), Oncorhynchus kisutch, Oncorhynchus keta and Oncorhynchus tschawytscha, for processing)","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",2
0304829000_80,Other,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) (excluding of the species Oncorhynchus mykiss, weighing more than 400 g each / of the species Oncorhynchus apache or Oncorhynchus chrysogaster)","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",2
0304839000_80,Other,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae) (excluding plaice / flounder / megrim)","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",3
0304839090_80,Other,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae) (excluding plaice / flounder / megrim) (excluding halibut / flat fish)","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae) (excluding plaice / flounder / megrim)",2
0304870090_80,Other,"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis) (excluding atlantic bluefin tuna / bigeye tuna)","Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",2
0304881900_80,Other,Dogfish and other sharks (excluding piked dogfishand catsharks / porbeagle shark / blue shark),Dogfish and other sharks,3
0304890000_80,Other,"Frozen fillets of other fish (excluding pacific salmon , Atlantic salmonand Danube salmon / trout / flat fish / swordfish / toothfish / herrings / tunas , skipjack tuna / dogfish, other sharks, rays and skates)",Frozen fillets of other fish,8
